"Municipio";"Populacao_residente"
"411130 ITAUNA DO SUL";3620
"411140 IVAI";13473
"411150 IVAIPORA";33529
"411155 IVATE";6833
"411160 IVATUBA";2705
"411170 JABOTI";5576
"411180 JACAREZINHO";41400
"411190 JAGUAPITA";15719
"411200 JAGUARIAIVA";36231
"411210 JANDAIA DO SUL";21851
"411220 JANIOPOLIS";5835
"411230 JAPIRA";5060
"411240 JAPURA";9354
"411250 JARDIM ALEGRE";12130
"411260 JARDIM OLINDA";1353
"411270 JATAIZINHO";11971
"411275 JESUITAS";10860
"411280 JOAQUIM TAVORA";12280
"411290 JUNDIAI DO SUL";3366
"411295 JURANDA";7898
"411300 JUSSARA";6795
"411310 KALORE";4657
"411320 LAPA";45857
"411325 LARANJAL";5575
"411330 LARANJEIRAS DO SUL";33103
"411340 LEOPOLIS";3751
"411342 LIDIANOPOLIS";3989
"411345 LINDOESTE";5226
"411350 LOANDA";23813
"411360 LOBATO";4693
"411370 LONDRINA";577318
"411373 LUIZIANA";6696
"411375 LUNARDELLI";4902
"411380 LUPIONOPOLIS";4911
"411390 MALLET";13655
"411400 MAMBORE";13572
"411410 MANDAGUACU";33752
"411420 MANDAGUARI";38050
"411430 MANDIRITUBA";28761
"411435 MANFRINOPOLIS";2761
"411440 MANGUEIRINHA";16764
"411450 MANOEL RIBAS";14576
"411460 MARECHAL CANDIDO RONDON";58140
"411470 MARIA HELENA";5935
"411480 MARIALVA";44098
"411490 MARILANDIA DO SUL";8774
"411500 MARILENA";7409
"411510 MARILUZ";9934
"411520 MARINGA";425983
"411530 MARIOPOLIS";6475
"411535 MARIPA";6767
"411540 MARMELEIRO";16386
"411545 MARQUINHO";4521
"411550 MARUMBI";4778
"411560 MATELANDIA";19022
"411570 MATINHOS";41416
"411573 MATO RICO";3237
"411575 MAUA DA SERRA";9628
"411580 MEDIANEIRA";57120
"411585 MERCEDES";6136
"411590 MIRADOR";2258
"411600 MIRASELVA";2008
"411605 MISSAL";11301
"411610 MOREIRA SALES";11137
"411620 MORRETES";18908
"411630 MUNHOZ DE MELO";4045
"411640 NOSSA SENHORA DAS GRACAS";3685
"411650 NOVA ALIANCA DO IVAI";1327
"411660 NOVA AMERICA DA COLINA";3299
"411670 NOVA AURORA";14219
"411680 NOVA CANTU";6799
"411690 NOVA ESPERANCA";27142
"411695 NOVA ESPERANCA DO SUDOESTE";5744
"411700 NOVA FATIMA";7201
"411705 NOVA LARANJEIRAS";12287
"411710 NOVA LONDRINA";13085
"411720 NOVA OLIMPIA";5960
"411721 NOVA SANTA BARBARA";4280
"411722 NOVA SANTA ROSA";8535
"411725 NOVA PRATA DO IGUACU";13196
"411727 NOVA TEBAS";6870
"411729 NOVO ITACOLOMI";3210
"411730 ORTIGUEIRA";24627
"411740 OURIZONA";3206
"411745 OURO VERDE DO OESTE";7031
"411750 PAICANDU";48207
"411760 PALMAS";49891
"411770 PALMEIRA";34806
"411780 PALMITAL";12967
"411790 PALOTINA";36623
"411800 PARAISO DO NORTE";13634
"411810 PARANACITY";9597
"411820 PARANAGUA";149819
"411830 PARANAPOEMA";2378
"411840 PARANAVAI";95525
"411845 PATO BRAGADO";5939
"411850 PATO BRANCO";96602
"411860 PAULA FREITAS";5778
"411870 PAULO FRONTIN";6369
"411880 PEABIRU";13496
"411885 PEROBAL";7496
"411890 PEROLA";12275
"411900 PEROLA D'OESTE";6235
"411910 PIEN";14179
"411915 PINHAIS";131199
"411920 PINHALAO";6707
"411925 PINHAL DE SAO BENTO";2819
"411930 PINHAO";30472
"411940 PIRAI DO SUL";24000
"411950 PIRAQUARA";124934
"411960 PITANGA";34513
"411965 PITANGUEIRAS";3121
"411970 PLANALTINA DO PARANA";4123
"411980 PLANALTO";14663
"411990 PONTA GROSSA";372562
"411995 PONTAL DO PARANA";32426
"412000 PORECATU";11438
"412010 PORTO AMAZONAS";4099
"412015 PORTO BARREIRO";3078
"412020 PORTO RICO";3316
"412030 PORTO VITORIA";3549
"412033 PRADO FERREIRA";3799
"412035 PRANCHITA";5833
"412040 PRESIDENTE CASTELO BRANCO";4336
"412050 PRIMEIRO DE MAIO";10121
"412060 PRUDENTOPOLIS";50428
"412065 QUARTO CENTENARIO";4170
"412070 QUATIGUA";8357
"412080 QUATRO BARRAS";25109
"412085 QUATRO PONTES";4636
"412090 QUEDAS DO IGUACU";31405
"412100 QUERENCIA DO NORTE";10693
"412110 QUINTA DO SOL";5060
"412120 QUITANDINHA";18823
"412125 RAMILANDIA";4293
"412130 RANCHO ALEGRE";3501
"412135 RANCHO ALEGRE D'OESTE";2638
"412140 REALEZA";19903
"412150 REBOUCAS";14754
"412160 RENASCENCA";6946
"412170 RESERVA";24851
"412175 RESERVA DO IGUACU";6543
"412180 RIBEIRAO CLARO";12770
"412190 RIBEIRAO DO PINHAL";13180
"412200 RIO AZUL";14214
"412210 RIO BOM";3223
"412215 RIO BONITO DO IGUACU";14234
"412217 RIO BRANCO DO IVAI";3850
"412220 RIO BRANCO DO SUL";39307
"412230 RIO NEGRO";31992
"412240 ROLANDIA";74935
"412250 RONCADOR";11371
"412260 RONDON";9240
"412265 ROSARIO DO IVAI";5491
"412270 SABAUDIA";9320
"412280 SALGADO FILHO";4097
"412290 SALTO DO ITARARE";5267
"412300 SALTO DO LONTRA";15636
"412310 SANTA AMELIA";3386
"412320 SANTA CECILIA DO PAVAO";3375
"412330 SANTA CRUZ DE MONTE CASTELO";8806
"412340 SANTA FE";11669
"412350 SANTA HELENA";26341
"412360 SANTA INES";1760
"412370 SANTA ISABEL DO IVAI";9059
"412380 SANTA IZABEL DO OESTE";14385
"412382 SANTA LUCIA";3657
"412385 SANTA MARIA DO OESTE";9985
"412390 SANTA MARIANA";11034
"412395 SANTA MONICA";3373
"412400 SANTANA DO ITARARE";5628
"412402 SANTA TEREZA DO OESTE";13749
"412405 SANTA TEREZINHA DE ITAIPU";25055
"412410 SANTO ANTONIO DA PLATINA";45534
"412420 SANTO ANTONIO DO CAIUA";2496
"412430 SANTO ANTONIO DO PARAISO";2116
"412440 SANTO ANTONIO DO SUDOESTE";24644
"412450 SANTO INACIO";6397
"412460 SAO CARLOS DO IVAI";6712
"412470 SAO JERONIMO DA SERRA";10913
"412480 SAO JOAO";12230
"412490 SAO JOAO DO CAIUA";5620
"412500 SAO JOAO DO IVAI";10700
"412510 SAO JOAO DO TRIUNFO";13923
"412520 SAO JORGE D'OESTE";9550
"412530 SAO JORGE DO IVAI";5193
"412535 SAO JORGE DO PATROCINIO";6659
"412540 SAO JOSE DA BOA VISTA";6060
"412545 SAO JOSE DAS PALMEIRAS";4030
"412550 SAO JOSE DOS PINHAIS";345644
"412555 SAO MANOEL DO PARANA";2173
"412560 SAO MATEUS DO SUL";43413
"412570 SAO MIGUEL DO IGUACU";30198
"412575 SAO PEDRO DO IGUACU";5769
"412580 SAO PEDRO DO IVAI";8611
"412590 SAO PEDRO DO PARANA";2722
"412600 SAO SEBASTIAO DA AMOREIRA";8100
"412610 SAO TOME";5290
"412620 SAPOPEMA";6784
"412625 SARANDI";125785
"412627 SAUDADE DO IGUACU";6342
"412630 SENGES";17344
"412635 SERRANOPOLIS DO IGUACU";5138
"412640 SERTANEJA";5667
"412650 SERTANOPOLIS";16183
"412660 SIQUEIRA CAMPOS";23712
"412665 SULINA";3495
"412667 TAMARANA";10645
"412670 TAMBOARA";4979
"412680 TAPEJARA";16255
"412690 TAPIRA";5813
"412700 TEIXEIRA SOARES";9581
"412710 TELEMACO BORBA";77182
"412720 TERRA BOA";18048
"412730 TERRA RICA";14989
"412740 TERRA ROXA";18548
"412750 TIBAGI";20304
"412760 TIJUCAS DO SUL";18279
"412770 TOLEDO";158620
"412780 TOMAZINA";8495
"412785 TRES BARRAS DO PARANA";11197
"412788 TUNAS DO PARANA";6302
"412790 TUNEIRAS DO OESTE";8095
"412795 TUPASSI";8204
"412796 TURVO";14443
"412800 UBIRATA";25517
"412810 UMUARAMA";121972
"412820 UNIAO DA VITORIA";56397
"412830 UNIFLOR";2121
"412840 URAI";10407
"412850 WENCESLAU BRAZ";19430
"412853 VENTANIA";9779
"412855 VERA CRUZ DO OESTE";8227
"412860 VERE";8051
"412862 ALTO PARAISO";3077
"412863 DOUTOR ULYSSES";5773
"412865 VIRMOND";3842
"412870 VITORINO";10280
"412880 XAMBRE";5851
"420005 ABDON BATISTA";2633
"420010 ABELARDO LUZ";17736
"420020 AGROLANDIA";11491
"420030 AGRONOMICA";6394
"420040 AGUA DOCE";6625
"420050 AGUAS DE CHAPECO";6128
"420055 AGUAS FRIAS";2963
"420060 AGUAS MORNAS";7082
"420070 ALFREDO WAGNER";10862
"420075 ALTO BELA VISTA";1860
"420080 ANCHIETA";5984
"420090 ANGELINA";5472
"420100 ANITA GARIBALDI";8367
"420110 ANITAPOLIS";3726
"420120 ANTONIO CARLOS";12118
"420125 APIUNA";10020
"420127 ARABUTA";4487
"420130 ARAQUARI";50178
"420140 ARARANGUA";75597
"420150 ARMAZEM";9188
"420160 ARROIO TRINTA";3628
"420165 ARVOREDO";2600
"420170 ASCURRA";8635
"420180 ATALANTA";3270
"420190 AURORA";7127
"420195 BALNEARIO ARROIO DO SILVA";17215
"420200 BALNEARIO CAMBORIU";148758
"420205 BALNEARIO BARRA DO SUL";16360
"420207 BALNEARIO GAIVOTA";17306
"420208 BANDEIRANTE";3243
"420209 BARRA BONITA";1662
"420210 BARRA VELHA";50730
"420213 BELA VISTA DO TOLDO";5950
"420215 BELMONTE";2709
"420220 BENEDITO NOVO";10738
"420230 BIGUACU";82028
"420240 BLUMENAU";380597
"420243 BOCAINA DO SUL";3618
"420245 BOMBINHAS";27732
"420250 BOM JARDIM DA SERRA";4028
"420253 BOM JESUS";2872
"420257 BOM JESUS DO OESTE";2234
"420260 BOM RETIRO";8468
"420270 BOTUVERA";5623
"420280 BRACO DO NORTE";35534
"420285 BRACO DO TROMBUDO";4203
"420287 BRUNOPOLIS";2466
"420290 BRUSQUE";151949
"420300 CACADOR";75998
"420310 CAIBI";6431
"420315 CALMON";3513
"420320 CAMBORIU";113525
"420325 CAPAO ALTO";2647
"420330 CAMPO ALEGRE";12815
"420340 CAMPO BELO DO SUL";7342
"420350 CAMPO ERE";9838
"420360 CAMPOS NOVOS";38656
"420370 CANELINHA";13413
"420380 CANOINHAS";56721
"420390 CAPINZAL";24176
"420395 CAPIVARI DE BAIXO";24799
"420400 CATANDUVAS";10938
"420410 CAXAMBU DO SUL";4732
"420415 CELSO RAMOS";2860
"420417 CERRO NEGRO";3326
"420419 CHAPADAO DO LAGEADO";3036
"420420 CHAPECO";275959
"420425 COCAL DO SUL";17912
"420430 CONCORDIA";85982
"420435 CORDILHEIRA ALTA";5099
"420440 CORONEL FREITAS";10583
"420445 CORONEL MARTINS";2028
"420450 CORUPA";15781
"420455 CORREIA PINTO";16163
"420460 CRICIUMA";225281
"420470 CUNHA PORA";11208
"420475 CUNHATAI";2018
"420480 CURITIBANOS";41512
"420490 DESCANSO";8660
"420500 DIONISIO CERQUEIRA";15294
"420510 DONA EMMA";4388
"420515 DOUTOR PEDRINHO";3719
"420517 ENTRE RIOS";3525
"420519 ERMO";2349
"420520 ERVAL VELHO";5081
"420530 FAXINAL DOS GUEDES";11486
"420535 FLOR DO SERTAO";1850
"420540 FLORIANOPOLIS";576361
"420543 FORMOSA DO SUL";2743
"420545 FORQUILHINHA";33929
"420550 FRAIBURGO";34148
"420555 FREI ROGERIO";2442
"420560 GALVAO";3200
"420570 GAROPABA";32962
"420580 GARUVA";19554
"420590 GASPAR";76982
"420600 GOVERNADOR CELSO RAMOS";17920
"420610 GRAO PARA";6397
"420620 GRAVATAL";12989
"420630 GUABIRUBA";26082
"420640 GUARACIABA";11040
"420650 GUARAMIRIM";49941
"420660 GUARUJA DO SUL";4899
"420665 GUATAMBU";9267
"420670 HERVAL D'OESTE";22173
"420675 IBIAM";2055
"420680 IBICARE";3304
"420690 IBIRAMA";20663
"420700 ICARA";62455
"420710 ILHOTA";18197
"420720 IMARUI";12127
"420730 IMBITUBA";56107
"420740 IMBUIA";6139
"420750 INDAIAL";76333
"420757 IOMERE";2953
"420760 IPIRA";4635
"420765 IPORA DO OESTE";9672
"420768 IPUACU";8046
"420770 IPUMIRIM";8065
"420775 IRACEMINHA";4005
"420780 IRANI";10497
"420785 IRATI";2100
"420790 IRINEOPOLIS";10437
"420800 ITA";7310
"420810 ITAIOPOLIS";22741
"420820 ITAJAI";287289
"420830 ITAPEMA";83330
"420840 ITAPIRANGA";17149
"420845 ITAPOA";34546
"420850 ITUPORANGA";28042
"420860 JABORA";4435
"420870 JACINTO MACHADO";10813
"420880 JAGUARUNA";21284
"420890 JARAGUA DO SUL";195753
"420895 JARDINOPOLIS";1808
"420900 JOACABA";31509
"420910 JOINVILLE";654888
"420915 JOSE BOITEUX";6307
"420917 JUPIA";2675
"420920 LACERDOPOLIS";2296
"420930 LAGES";171609
"420940 LAGUNA";43992
"420945 LAJEADO GRANDE";1771
"420950 LAURENTINO";8427
"420960 LAURO MULLER";14622
"420970 LEBON REGIS";11605
"420980 LEOBERTO LEAL";3381
"420985 LINDOIA DO SUL";4611
"420990 LONTRAS";13586
"421000 LUIZ ALVES";12126
"421003 LUZERNA";5931
"421005 MACIEIRA";1800
"421010 MAFRA";57023
"421020 MAJOR GERCINO";3258
"421030 MAJOR VIEIRA";7545
"421040 MARACAJA";8213
"421050 MARAVILHA";30155
"421055 MAREMA";2219
"421060 MASSARANDUBA";17897
"421070 MATOS COSTA";2795
"421080 MELEIRO";7127
"421085 MIRIM DOCE";2554
"421090 MODELO";4156
"421100 MONDAI";10216
"421105 MONTE CARLO";9235
"421110 MONTE CASTELO";7787
"421120 MORRO DA FUMACA";19265
"421125 MORRO GRANDE";3085
"421130 NAVEGANTES";93619
"421140 NOVA ERECHIM";5408
"421145 NOVA ITABERABA";4648
"421150 NOVA TRENTO";14252
"421160 NOVA VENEZA";13968
"421165 NOVO HORIZONTE";2670
"421170 ORLEANS";24474
"421175 OTACILIO COSTA";17780
"421180 OURO";7091
"421185 OURO VERDE";2203
"421187 PAIAL";1992
"421189 PAINEL";2228
"421190 PALHOCA";245477
"421200 PALMA SOLA";7709
"421205 PALMEIRA";2640
"421210 PALMITOS";15812
"421220 PAPANDUVA";19667
"421223 PARAISO";4376
"421225 PASSO DE TORRES";14284
"421227 PASSOS MAIA";4032
"421230 PAULO LOPES";9661
"421240 PEDRAS GRANDES";4343
"421250 PENHA";36124
"421260 PERITIBA";3039
"421265 PESCARIA BRAVA";10531
"421270 PETROLANDIA";6942
"421280 BALNEARIO PICARRAS";29725
"421290 PINHALZINHO";23379
"421300 PINHEIRO PRETO";3598
"421310 PIRATUBA";6053
"421315 PLANALTO ALEGRE";3053
"421320 POMERODE";36392
"421330 PONTE ALTA";4430
"421335 PONTE ALTA DO NORTE";3249
"421340 PONTE SERRADA";10764
"421350 PORTO BELO";30590
"421360 PORTO UNIAO";33727
"421370 POUSO REDONDO";17836
"421380 PRAIA GRANDE";8602
"421390 PRESIDENTE CASTELLO BRANCO";1711
"421400 PRESIDENTE GETULIO";21293
"421410 PRESIDENTE NEREU";2345
"421415 PRINCESA";3054
"421420 QUILOMBO";11359
"421430 RANCHO QUEIMADO";3435
"421440 RIO DAS ANTAS";6386
"421450 RIO DO CAMPO";6613
"421460 RIO DO OESTE";8008
"421470 RIO DOS CEDROS";11163
"421480 RIO DO SUL";76390
"421490 RIO FORTUNA";5006
"421500 RIO NEGRINHO";40168
"421505 RIO RUFINO";2432
"421507 RIQUEZA";4835
"421510 RODEIO";13321
"421520 ROMELANDIA";4757
"421530 SALETE";7643
"421535 SALTINHO";3633
"421540 SALTO VELOSO";4486
"421545 SANGAO";13567
"421550 SANTA CECILIA";15764
"421555 SANTA HELENA";2473
"421560 SANTA ROSA DE LIMA";2128
"421565 SANTA ROSA DO SUL";10288
"421567 SANTA TEREZINHA";8077
"421568 SANTA TEREZINHA DO PROGRESSO";2562
"421569 SANTIAGO DO SUL";1714
"421570 SANTO AMARO DA IMPERATRIZ";29392
"421575 SAO BERNARDINO";2719
"421580 SAO BENTO DO SUL";86851
"421590 SAO BONIFACIO";2986
"421600 SAO CARLOS";10460
"421605 SAO CRISTOVAO DO SUL";6389
"421610 SAO DOMINGOS";9356
"421620 SAO FRANCISCO DO SUL";55784
"421625 SAO JOAO DO OESTE";6446
"421630 SAO JOAO BATISTA";34733
"421635 SAO JOAO DO ITAPERIU";4732
"421640 SAO JOAO DO SUL";9126
"421650 SAO JOAQUIM";26852
"421660 SAO JOSE";289949
"421670 SAO JOSE DO CEDRO";14491
"421680 SAO JOSE DO CERRITO";8755
"421690 SAO LOURENCO DO OESTE";25770
"421700 SAO LUDGERO";14211
"421710 SAO MARTINHO";3501
"421715 SAO MIGUEL DA BOA VISTA";1788
"421720 SAO MIGUEL DO OESTE";46969
"421725 SAO PEDRO DE ALCANTARA";6076
"421730 SAUDADES";10680
"421740 SCHROEDER";21273
"421750 SEARA";19241
"421755 SERRA ALTA";3367
"421760 SIDEROPOLIS";14087
"421770 SOMBRIO";31397
"421775 SUL BRASIL";2894
"421780 TAIO";18808
"421790 TANGARA";8189
"421795 TIGRINHOS";2480
"421800 TIJUCAS";56674
"421810 TIMBE DO SUL";5495
"421820 TIMBO";48903
"421825 TIMBO GRANDE";7503
"421830 TRES BARRAS";20373
"421835 TREVISO";3895
"421840 TREZE DE MAIO";7585
"421850 TREZE TILIAS";9308
"421860 TROMBUDO CENTRAL";7532
"421870 TUBARAO";115495
"421875 TUNAPOLIS";5054
"421880 TURVO";13492
"421885 UNIAO DO OESTE";2801
"421890 URUBICI";11048
"421895 URUPEMA";2735
"421900 URUSSANGA";21395
"421910 VARGEAO";3716
"421915 VARGEM";2632
"421917 VARGEM BONITA";4615
"421920 VIDAL RAMOS";6275
"421930 VIDEIRA";58299
"421935 VITOR MEIRELES";5492
"421940 WITMARSUM";4451
"421950 XANXERE";54194
"421960 XAVANTINA";3627
"421970 XAXIM";33902
"421985 ZORTEA";4170
"422000 BALNEARIO RINCAO";17226
"430003 ACEGUA";4253
"430005 AGUA SANTA";4000
"430010 AGUDO";16346
"430020 AJURICABA";6848
"430030 ALECRIM";6228
"430040 ALEGRETE";74329
"430045 ALEGRIA";3711
"430047 ALMIRANTE TAMANDARE DO SUL";2008
"430050 ALPESTRE";7243
"430055 ALTO ALEGRE";1837
"430057 ALTO FELIZ";3143
"430060 ALVORADA";194116
"430063 AMARAL FERRADOR";5394
"430064 AMETISTA DO SUL";7822
"430066 ANDRE DA ROCHA";1157
"430070 ANTA GORDA";6080
"430080 ANTONIO PRADO";13328
"430085 ARAMBARE";4211
"430087 ARARICA";8794
"430090 ARATIBA";6618
"430100 ARROIO DO MEIO";22490
"430105 ARROIO DO SAL";11384
"430107 ARROIO DO PADRE";2651
"430110 ARROIO DOS RATOS";14923
"430120 ARROIO DO TIGRE";12296
"430130 ARROIO GRANDE";17887
"430140 ARVOREZINHA";10545
"430150 AUGUSTO PESTANA";7302
"430155 AUREA";3460
"430160 BAGE";121900
"430163 BALNEARIO PINHAL";15371
"430165 BARAO";6489
"430170 BARAO DE COTEGIPE";7313
"430175 BARAO DO TRIUNFO";5983
"430180 BARRACAO";4920
"430185 BARRA DO GUARITA";3230
"430187 BARRA DO QUARAI";4337
"430190 BARRA DO RIBEIRO";12475
"430192 BARRA DO RIO AZUL";1724
"430195 BARRA FUNDA";2555
"430200 BARROS CASSAL";9442
"430205 BENJAMIN CONSTANT DO SUL";2120
"430210 BENTO GONCALVES";127775
"430215 BOA VISTA DAS MISSOES";1969
"430220 BOA VISTA DO BURICA";7125
"430222 BOA VISTA DO CADEADO";2271
"430223 BOA VISTA DO INCRA";2315
"430225 BOA VISTA DO SUL";2815
"430230 BOM JESUS";11431
"430235 BOM PRINCIPIO";13650
"430237 BOM PROGRESSO";2134
"430240 BOM RETIRO DO SUL";12578
"430245 BOQUEIRAO DO LEAO";6215
"430250 BOSSOROCA";5988
"430258 BOZANO";2195
"430260 BRAGA";3326
"430265 BROCHIER";5079
"430270 BUTIA";19433
"430280 CACAPAVA DO SUL";33508
"430290 CACEQUI";11324
"430300 CACHOEIRA DO SUL";82250
"430310 CACHOEIRINHA";141303
"430320 CACIQUE DOBLE";4694
"430330 CAIBATE";4797
"430340 CAICARA";4933
"430350 CAMAQUA";63959
"430355 CAMARGO";3056
"430360 CAMBARA DO SUL";6492
"430367 CAMPESTRE DA SERRA";3311
"430370 CAMPINA DAS MISSOES";6001
"430380 CAMPINAS DO SUL";5390
"430390 CAMPO BOM";64704
"430400 CAMPO NOVO";5068
"430410 CAMPOS BORGES";3693
"430420 CANDELARIA";29783
"430430 CANDIDO GODOI";6421
"430435 CANDIOTA";10992
"430440 CANELA";50613
"430450 CANGUCU";50998
"430460 CANOAS";359554
"430461 CANUDOS DO VALE";1687
"430462 CAPAO BONITO DO SUL";1769
"430463 CAPAO DA CANOA";66012
"430465 CAPAO DO CIPO";3186
"430466 CAPAO DO LEAO";27389
"430467 CAPIVARI DO SUL";4079
"430468 CAPELA DE SANTANA";11416
"430469 CAPITAO";2991
"430470 CARAZINHO";63638
"430471 CARAA";7553
"430480 CARLOS BARBOSA";31528
"430485 CARLOS GOMES";1387
"430490 CASCA";9689
"430495 CASEIROS";3064
"430500 CATUIPE";8840
"430510 CAXIAS DO SUL";479256
"430511 CENTENARIO";2779
"430512 CERRITO";5915
"430513 CERRO BRANCO";3865
"430515 CERRO GRANDE";2429
"430517 CERRO GRANDE DO SUL";9343
"430520 CERRO LARGO";14009
"430530 CHAPADA";9748
"430535 CHARQUEADAS";36109
"430537 CHARRUA";2807
"430540 CHIAPETTA";3992
"430543 CHUI";6405
"430544 CHUVISCA";4686
"430545 CIDREIRA";17538
"430550 CIRIACO";4215
"430558 COLINAS";2474
"430560 COLORADO";3319
"430570 CONDOR";6539
"430580 CONSTANTINA";10623
"430583 COQUEIRO BAIXO";1311
"430585 COQUEIROS DO SUL";2251
"430587 CORONEL BARROS";2892
"430590 CORONEL BICACO";6230
"430593 CORONEL PILAR";1638
"430595 COTIPORA";3926
"430597 COXILHA";2719
"430600 CRISSIUMAL";13127
"430605 CRISTAL";7454
"430607 CRISTAL DO SUL";2746
"430610 CRUZ ALTA";60486
"430613 CRUZALTENSE";1655
"430620 CRUZEIRO DO SUL";12571
"430630 DAVID CANABARRO";4403
"430632 DERRUBADAS";2797
"430635 DEZESSEIS DE NOVEMBRO";2544
"430637 DILERMANDO DE AGUIAR";2859
"430640 DOIS IRMAOS";31769
"430642 DOIS IRMAOS DAS MISSOES";2133
"430645 DOIS LAJEADOS";3158
"430650 DOM FELICIANO";13291
"430655 DOM PEDRO DE ALCANTARA";2617
"430660 DOM PEDRITO";38094
"430670 DONA FRANCISCA";3136
"430673 DOUTOR MAURICIO CARDOSO";4542
"430675 DOUTOR RICARDO";1925
"430676 ELDORADO DO SUL";40954
"430680 ENCANTADO";23494
"430690 ENCRUZILHADA DO SUL";24280
"430692 ENGENHO VELHO";1317
"430693 ENTRE-IJUIS";9364
"430695 ENTRE RIOS DO SUL";2731
"430697 EREBANGO";3121
"430700 ERECHIM";109497
"430705 ERNESTINA";3097
"430710 HERVAL";6307
"430720 ERVAL GRANDE";5029
"430730 ERVAL SECO";6902
"430740 ESMERALDA";3264
"430745 ESPERANCA DO SUL";3294
"430750 ESPUMOSO";15478
"430755 ESTACAO";5688
"430760 ESTANCIA VELHA";49440
"430770 ESTEIO";78181
"430780 ESTRELA";33243
"430781 ESTRELA VELHA";3120
"430783 EUGENIO DE CASTRO";2685
"430786 FAGUNDES VARELA";2620
"430790 FARROUPILHA";72477
"430800 FAXINAL DO SOTURNO";6846
"430805 FAXINALZINHO";2572
"430807 FAZENDA VILANOVA";4399
"430810 FELIZ";13979
"430820 FLORES DA CUNHA";31973
"430825 FLORIANO PEIXOTO";1694
"430830 FONTOURA XAVIER";9721
"430840 FORMIGUEIRO";6533
"430843 FORQUETINHA";2441
"430845 FORTALEZA DOS VALOS";4569
"430850 FREDERICO WESTPHALEN";33684
"430860 GARIBALDI";35522
"430865 GARRUCHOS";2729
"430870 GAURAMA";5780
"430880 GENERAL CAMARA";7751
"430885 GENTIL";1783
"430890 GETULIO VARGAS";16950
"430900 GIRUA";16282
"430905 GLORINHA";7842
"430910 GRAMADO";41621
"430912 GRAMADO DOS LOUREIROS";2049
"430915 GRAMADO XAVIER";3356
"430920 GRAVATAI";275294
"430925 GUABIJU";1442
"430930 GUAIBA";95956
"430940 GUAPORE";26138
"430950 GUARANI DAS MISSOES";7553
"430955 HARMONIA";5524
"430957 HERVEIRAS";2608
"430960 HORIZONTINA";19246
"430965 HULHA NEGRA";6102
"430970 HUMAITA";4774
"430975 IBARAMA";3793
"430980 IBIACA";4618
"430990 IBIRAIARAS";6830
"430995 IBIRAPUITA";3793
"431000 IBIRUBA";22082
"431010 IGREJINHA";34763
"431020 IJUI";87775
"431030 ILOPOLIS";4245
"431033 IMBE";27931
"431036 IMIGRANTE";3148
"431040 INDEPENDENCIA";6558
"431041 INHACORA";2049
"431043 IPE";5496
"431046 IPIRANGA DO SUL";1750
"431050 IRAI";7624
"431053 ITAARA";5706
"431055 ITACURUBI";3042
"431057 ITAPUCA";1967
"431060 ITAQUI";36830
"431065 ITATI";2695
"431070 ITATIBA DO SUL";3249
"431075 IVORA";1964
"431080 IVOTI";23533
"431085 JABOTICABA";3850
"431087 JACUIZINHO";2070
"431090 JACUTINGA";3401
"431100 JAGUARAO";27406
"431110 JAGUARI";10779
"431112 JAQUIRANA";3755
"431113 JARI";3414
"431115 JOIA";7305
"431120 JULIO DE CASTILHOS";18557
"431123 LAGOA BONITA DO SUL";2287
"431125 LAGOAO";5429
"431127 LAGOA DOS TRES CANTOS";1779
"431130 LAGOA VERMELHA";28617
"431140 LAJEADO";96651
"431142 LAJEADO DO BUGRE";2660
"431150 LAVRAS DO SUL";7294
"431160 LIBERATO SALZANO";4854
"431162 LINDOLFO COLLOR";6409
"431164 LINHA NOVA";1720
"431170 MACHADINHO";5864
"431171 MACAMBARA";4487
"431173 MAMPITUBA";3201
"431175 MANOEL VIANA";6917
"431177 MAQUINE";7588
"431179 MARATA";2521
"431180 MARAU";46656
"431190 MARCELINO RAMOS";4389
"431198 MARIANA PIMENTEL";4003
"431200 MARIANO MORO";1888
"431205 MARQUES DE SOUZA";4050
"431210 MATA";4786
"431213 MATO CASTELHANO";2610
"431215 MATO LEITAO";4990
"431217 MATO QUEIMADO";1833
"431220 MAXIMILIANO DE ALMEIDA";4258
"431225 MINAS DO LEAO";7661
"431230 MIRAGUAI";4506
"431235 MONTAURI";1530
"431237 MONTE ALEGRE DOS CAMPOS";3250
"431238 MONTE BELO DO SUL";2609
"431240 MONTENEGRO";66295
"431242 MORMACO";2815
"431244 MORRINHOS DO SUL";3134
"431245 MORRO REDONDO";6169
"431247 MORRO REUTER";6163
"431250 MOSTARDAS";12346
"431260 MUCUM";4694
"431261 MUITOS CAPOES";2938
"431262 MULITERNO";1755
"431265 NAO-ME-TOQUE";18314
"431267 NICOLAU VERGUEIRO";1979
"431270 NONOAI";14056
"431275 NOVA ALVORADA";3229
"431280 NOVA ARACA";5086
"431290 NOVA BASSANO";9877
"431295 NOVA BOA VISTA";2088
"431300 NOVA BRESCIA";3105
"431301 NOVA CANDELARIA";3134
"431303 NOVA ESPERANCA DO SUL";4974
"431306 NOVA HARTZ";20539
"431308 NOVA PADUA";2390
"431310 NOVA PALMA";5683
"431320 NOVA PETROPOLIS";23889
"431330 NOVA PRATA";26587
"431333 NOVA RAMADA";2201
"431335 NOVA ROMA DO SUL";3543
"431337 NOVA SANTA RITA";30121
"431339 NOVO CABRAIS";3636
